00211354167;0
00220776486;1
00221759697;0
00242957867;0
00261665259;0
00270312573;0
00270787553;0
00282311748;1
00292982163;0
00310921451;0
00311285941;0
00312165916;0
01212532596;0
01230125349;0
01231523115;0
01240284245;0
01241213976;0
01290227177;0
01311269373;0
01312443626;0
02212489727;0
02221487895;0
02222043326;0
02231162658;0
02232929986;0
02240577779;0
02250747126;0
02251622967;0
02261093739;0
02270477218;0
02281596937;0
02291013127;0
02291552451;0
02310645331;0
03210431396;0
03231465826;0
03280989919;0
03290214182;0
03300881117;0
03312085688;0
04211426394;0
04221814992;0
04222974576;0
04231627391;0
04242724616;0
04243065244;1
04252236426;0
04252281785;0
04260481362;0
04262366546;0
04262867573;0
04271392833;0
04271853981;0
04273073262;0
04291877174;0
04291885113;0
04303086769;0
04312084622;0
05221699475;0
05231683569;0
05242662838;1
05270418281;0
05301673634;0
05310313637;1
62010613458;0
62030621918;1
62032632286;0
62040954516;1
62041751235;0
62053153197;0
62060141479;0
62061452848;0
62062819857;0
62073115588;0
62081023844;0
62090696927;0
62102481781;0
62110162979;0
62110838258;0
62121943567;0
63021015943;0
63052122331;0
63060755383;0
63080592724;1
63111786625;1
64030955756;0
64040116491;0
64041675836;0
64042418317;0
64050892132;0
64051554765;0
64070741667;0
64073064329;0
64081379819;0
64090368558;0
64090794384;0
64092324673;0
65012898832;0
65060415261;0
65092753293;0
65102869423;0
65121916586;0
66010791684;0
66022785622;0
66030676695;0
66040625669;0
66041676725;0
66062128216;0
66073096829;0
67020778119;0
67042433869;0
67090779551;0
67110583887;0
67122698393;1
68031447283;0
68041759976;0
68042419798;0
68050463561;0
68101173812;0
68111743946;0
68112951698;0
68122498846;0
69010232591;0
69010894326;0
69013149423;0
69021881726;0
69041737616;0
69060396946;0
69061819246;0
69061878731;0
69080231313;0
69093054446;0
69121529919;1
70011769382;1
70020327122;0
70040569894;1
70040836282;0
70041035925;0
70052646686;0
70071542923;0
70072062282;0
70101733563;1
70122444857;0
71010345153;0
71012771239;0
71012866726;1
71050412398;0
71052153985;0
71053112233;0
71062272827;0
71062539243;0
71062547695;0
71070743728;1
71072038156;0
71100387517;0
72031033292;0
72041432962;0
72070482459;0
72100724283;0
72101034552;0
72102964249;0
72110891517;0
72122031819;0
72123165511;0
73032676851;0
73040557371;0
73041689392;0
73042347143;0
73042852535;0
73060827818;1
73061658684;0
73082081265;0
73090512768;0
73091597261;0
74020494675;0
74030975676;0
74031125698;1
74032342144;0
74042261624;0
74061454379;0
74061783828;0
74062554214;0
74110517376;0
75012059827;0
75021067486;0
75022475125;0
75032887549;0
75042243474;0
75051164957;0
75051356134;0
75053054191;0
75080973249;0
75091944937;0
75093034687;0
75101148922;0
76012351292;0
76020416998;0
76030575252;0
76042371864;0
76050229916;0
76051958548;0
76112248353;0
77011244941;0
77011336428;0
77030285497;0
77032922974;0
77041372436;0
77042565828;0
77072364284;0
78030546296;1
78032278126;0
78062582417;0
78070594736;0
78070949567;0
78071544136;0
78082963771;0
78112571138;0
78120798886;0
79012738544;0
79020738981;0
79050383375;0
79070512171;0
79121443423;0
80010232626;0
80020712442;1
80020885566;0
80022827742;0
80062631213;0
80122728961;0
81022449831;0
81040444533;0
81050871293;0
81052834988;0
81090683199;0
81092628453;0
81110647875;0
82022698256;1
82022861858;0
82030195794;0
82041729577;0
82061679256;1
82062012395;0
82062381877;0
82070943315;0
82071374473;0
82071784245;0
82091943255;0
82101333124;0
82102929371;0
82111291735;0
82113041253;0
82121619318;0
83011542538;0
83031958469;0
83032473785;0
83052521329;0
83061838292;0
83081886655;0
83092122395;0
83100557331;0
83102214937;0
83102332556;0
83102813839;1
83120826297;0
84010783175;0
84011688295;0
84022198552;1
84032471926;0
84042861717;0
84061449134;1
84072168176;1
84092892972;0
85020171664;0
85021165374;0
85040687936;0
85102058681;0
85110318935;0
86012198371;0
86020851893;0
86022692593;0
86050366394;0
86050459339;0
86070788941;0
86073142948;1
86080468495;0
86080993951;0
86091958749;0
86101071879;1
86110449496;0
87010464927;0
87051962534;1
87071861569;0
87101288146;0
87110915716;0
88010972715;0
88030747542;0
88030791114;0
88031232715;0
88043088667;0
88050396334;0
88051911856;0
88052048742;0
89021694955;0
89031917215;0
89032891963;0
89041489139;0
89062332865;0
89063042217;0
89101884452;0
89110289389;0
89122222888;0
90010971366;0
90020668353;0
90020774892;0
90022337275;0
90030217251;0
90031558971;0
90041629797;0
90042229552;1
90072842921;0
90073132393;0
90082175369;0
90090924362;0
90110246434;0
90111192659;0
91021686414;0
91031537117;0
91032175996;1
91042175829;0
91050617753;0
91051536729;0
91051788362;1
91072691973;0
91082936279;0
91091759191;0
91102629389;0
92010387862;1
92012366641;0
92031767377;0
92032193966;0
92040242489;0
92060979912;0
92062772643;0
92072258588;0
92091391538;0
93012475791;0
93021089419;0
93041665369;0
93062119784;0
93091567574;0
93100134524;0
93111332441;0
93111778881;1
93122526231;0
94011929281;0
94021331827;0
94032862631;0
94081862972;0
94090863463;0
94092111731;0
94112762918;0
94120149286;0
94120886642;0
94122514479;1
95012394298;1
95040153647;0
95060149253;0
95062984711;0
95073076571;0
95073166612;1
95080389794;1
95111748862;0
96010146863;0
96011053315;0
96011445572;1
96030984632;1
96051932223;0
96060833298;1
96071526471;0
96071879593;0
96083082745;0
96112947243;1
97011065331;0
97012694156;0
97061756593;0
97062632977;0
97100645163;0
97120425479;1
98120152778;0
99030215566;1
99032925764;0
99032929935;0
99052752966;0
99061121348;0
99061132465;0
99082473316;0
99102426647;0
99103016362;0
99112952921;0
99120744768;0
